"REF_DATE","GEO","DGUID","Type of fuel","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-09","Charlottetown and Summerside, Prince Edward Island","","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735144","3.6","165.5","","","","1"
"2024-10","Charlottetown and Summerside, Prince Edward Island","","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735144","3.6","173.3","","","","1"
"2023-10","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","207.1","","","","1"
"2023-11","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","203.2","","","","1"
"2023-12","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","191.2","","","","1"
"2024-01","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","190.7","","","","1"
"2024-02","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","196.4","","","","1"
"2024-03","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","190.3","","","","1"
"2024-04","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","189.2","","","","1"
"2024-05","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","177.7","","","","1"
"2024-06","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","174.8","","","","1"
"2024-07","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","177.9","","","","1"
"2024-08","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","168.4","","","","1"
"2024-09","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","159.8","","","","1"
"2024-10","Halifax, Nova Scotia","2011S0503205","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584803","4.6","167.6","","","","1"
"2023-10","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","207.0","","","","1"
"2023-11","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","203.4","","","","1"
"2023-12","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","196.3","","","","1"
"2024-01","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","194.7","","","","1"
"2024-02","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","201.5","","","","1"
"2024-03","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","189.7","","","","1"
"2024-04","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","183.9","","","","1"
"2024-05","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","171.1","","","","1"
"2024-06","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","167.9","","","","1"
"2024-07","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","173.1","","","","1"
"2024-08","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","165.2","","","","1"
"2024-09","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","157.3","","","","1"
"2024-10","Saint John, New Brunswick","2011S0503310","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v65584804","5.6","165.5","","","","1"
"2023-10","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","204.5","","","","1"
"2023-11","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","202.5","","","","1"
"2023-12","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","193.4","","","","1"
"2024-01","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","188.5","","","","1"
"2024-02","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","190.8","","","","1"
"2024-03","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","190.4","","","","1"
"2024-04","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","188.8","","","","1"
"2024-05","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","180.4","","","","1"
"2024-06","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","176.6","","","","1"
"2024-07","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","176.7","","","","1"
"2024-08","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","173.7","","","","1"
"2024-09","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","167.8","","","","1"
"2024-10","Québec, Quebec","2011S0503421","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735145","6.6","168.3","","","","1"
"2023-10","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","201.6","","","","1"
"2023-11","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","198.3","","","","1"
"2023-12","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","189.9","","","","1"
"2024-01","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","184.7","","","","1"
"2024-02","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","188.7","","","","1"
"2024-03","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","186.5","","","","1"
"2024-04","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","185.1","","","","1"
"2024-05","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","178.6","","","","1"
"2024-06","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","178.1","","","","1"
"2024-07","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","178.8","","","","1"
"2024-08","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","173.5","","","","1"
"2024-09","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","167.6","","","","1"
"2024-10","Montréal, Quebec","2011S0503462","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735146","7.6","170.4","","","","1"
"2023-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","180.9","","","","1"
"2023-11","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","185.3","","","","1"
"2023-12","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","170.5","","","","1"
"2024-01","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","161.8","","","","1"
"2024-02","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","169.1","","","","1"
"2024-03","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","165.8","","","","1"
"2024-04","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","170.6","","","","1"
"2024-05","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","163.7","","","","1"
"2024-06","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","162.7","","","","1"
"2024-07","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","165.5","","","","1"
"2024-08","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","158.3","","","","1"
"2024-09","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","152.1","","","","1"
"2024-10","Ottawa-Gatineau, Ontario part, Ontario/Quebec","2011S050535505","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735147","8.6","156.2","","","","1"
"2023-10","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","176.6","","","","1"
"2023-11","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","179.9","","","","1"
"2023-12","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","166.0","","","","1"
"2024-01","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","157.9","","","","1"
"2024-02","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","162.7","","","","1"
"2024-03","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","159.6","","","","1"
"2024-04","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","164.5","","","","1"
"2024-05","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","158.9","","","","1"
"2024-06","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","158.2","","","","1"
"2024-07","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","160.2","","","","1"
"2024-08","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","153.6","","","","1"
"2024-09","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","147.3","","","","1"
"2024-10","Toronto, Ontario","2011S0503535","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735148","9.6","151.6","","","","1"
"2023-10","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","182.1","","","","1"
"2023-11","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","185.2","","","","1"
"2023-12","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","176.2","","","","1"
"2024-01","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","153.8","","","","1"
"2024-02","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","157.7","","","","1"
"2024-03","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","157.8","","","","1"
"2024-04","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","162.6","","","","1"
"2024-05","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","157.4","","","","1"
"2024-06","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","156.4","","","","1"
"2024-07","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","161.6","","","","1"
"2024-08","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","161.1","","","","1"
"2024-09","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","154.7","","","","1"
"2024-10","Winnipeg, Manitoba","2011S0503602","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735135","11.6","154.8","","","","1"
"2023-10","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","179.7","","","","1"
"2023-11","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","182.1","","","","1"
"2023-12","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","165.2","","","","1"
"2024-01","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","157.4","","","","1"
"2024-02","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","164.9","","","","1"
"2024-03","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","163.8","","","","1"
"2024-04","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","169.4","","","","1"
"2024-05","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","164.9","","","","1"
"2024-06","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","164.1","","","","1"
"2024-07","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","169.2","","","","1"
"2024-08","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","167.7","","","","1"
"2024-09","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","158.9","","","","1"
"2024-10","Regina, Saskatchewan","2011S0503705","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735136","12.6","160.2","","","","1"
"2023-10","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","178.7","","","","1"
"2023-11","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","180.1","","","","1"
"2023-12","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","172.2","","","","1"
"2024-01","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","162.1","","","","1"
"2024-02","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","166.4","","","","1"
"2024-03","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","167.0","","","","1"
"2024-04","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","170.7","","","","1"
"2024-05","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","165.5","","","","1"
"2024-06","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","166.4","","","","1"
"2024-07","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","170.6","","","","1"
"2024-08","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","169.9","","","","1"
"2024-09","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","164.4","","","","1"
"2024-10","Saskatoon, Saskatchewan","2011S0503725","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735137","13.6","166.0","","","","1"
"2023-10","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","161.3","","","","1"
"2023-11","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","164.8","","","","1"
"2023-12","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","150.6","","","","1"
"2024-01","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","147.9","","","","1"
"2024-02","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","157.5","","","","1"
"2024-03","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","157.6","","","","1"
"2024-04","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","162.4","","","","1"
"2024-05","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","158.0","","","","1"
"2024-06","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","159.3","","","","1"
"2024-07","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","162.9","","","","1"
"2024-08","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","162.7","","","","1"
"2024-09","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","155.0","","","","1"
"2024-10","Edmonton, Alberta","2011S0503835","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735138","14.6","157.3","","","","1"
"2023-10","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","166.3","","","","1"
"2023-11","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","168.5","","","","1"
"2023-12","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","152.9","","","","1"
"2024-01","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","153.3","","","","1"
"2024-02","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","161.3","","","","1"
"2024-03","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","160.7","","","","1"
"2024-04","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","166.8","","","","1"
"2024-05","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","162.1","","","","1"
"2024-06","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","163.3","","","","1"
"2024-07","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","166.7","","","","1"
"2024-08","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","165.1","","","","1"
"2024-09","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","159.9","","","","1"
"2024-10","Calgary, Alberta","2011S0503825","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735139","15.6","161.4","","","","1"
"2023-10","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","211.7","","","","1"
"2023-11","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","198.9","","","","1"
"2023-12","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","183.2","","","","1"
"2024-01","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","180.0","","","","1"
"2024-02","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","185.1","","","","1"
"2024-03","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","184.9","","","","1"
"2024-04","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","190.2","","","","1"
"2024-05","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","184.9","","","","1"
"2024-06","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","185.8","","","","1"
"2024-07","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","188.1","","","","1"
"2024-08","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","182.1","","","","1"
"2024-09","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","179.2","","","","1"
"2024-10","Vancouver, British Columbia","2011S0503933","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735140","16.6","185.4","","","","1"
"2023-10","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","204.1","","","","1"
"2023-11","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","192.1","","","","1"
"2023-12","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","177.1","","","","1"
"2024-01","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","174.7","","","","1"
"2024-02","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","181.1","","","","1"
"2024-03","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","181.0","","","","1"
"2024-04","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","186.1","","","","1"
"2024-05","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","180.7","","","","1"
